n,nodes
5,5
9,9
13,6
17,6
25,9
29,6
37,6
41,6
49,10
53,6
61,6
73,7
81,16
89,6
97,7
101,6
109,6
113,7
121,11
125,11
137,6
149,6
157,7
169,9
173,6
181,6
193,6
197,6
229,7
233,6
241,6
257,6
269,6
277,6
281,6
289,11
293,6
313,6
317,6
337,6
349,6
353,7
361,11
373,6
389,6
397,7
401,6
409,7
421,6
433,7
449,7
457,6
461,6
