n,nodes
8,11
25,7
27,11
64,24
100,9
125,12
216,14
225,8
343,8
400,8
512,9
625,7
729,7
900,7
1000,9
1225,7
1331,7
1600,8
1728,8
2025,7
2197,7
2500,8
2744,8
3025,7
3375,8
3600,8
4096,8
4225,7
4900,7
4913,7
5625,8
5832,10
6400,8
6859,8
7225,7
8000,9
8100,8
9025,7
10000,8
