n,nodes
180,91
360,323
540,480
720,736
900,1175
1080,1951
1260,3162
1440,3545
1620,2679
1800,11030
1980,7822
2160,11714
2340,36571
2520,165550
2700,130046
2880,206659
2880,OOM
3060,344098
3060,OOM
3240,506341
3240,OOM
3420,399666
3420,OOM
3600,171411
3600,OOM
3780,OOM
3960,OOM
4140,OOM
