n,nodes
8,10
25,9
27,18
64,28
100,10
125,13
216,14
225,10
343,9
400,10
512,13
625,9
729,10
900,10
1000,10
1225,10
1331,10
1600,10
1728,10
2025,10
2197,9
2500,10
2744,10
3025,11
3375,11
3600,10
4096,11
4225,9
4900,11
4913,9
5625,9
5832,12
6400,11
6859,9
7225,9
8000,11
8100,10
9025,9
10000,11
