n,nodes
40,29
80,98
120,170
160,437
200,350
240,3912
280,25717
320,74978
360,52353
400,244319
400,OOM
440,1107
440,OOM
480,1105
520,2056
520,OOM
560,2464
560,OOM
600,1406
600,OOM
640,2341
640,OOM
680,1721
680,OOM
720,3114
720,OOM
760,3124
760,OOM
800,3396
800,OOM
840,4401
840,OOM
880,3848
880,OOM
920,4682
920,OOM
960,5534
960,OOM
1000,5410
1000,OOM
