n,nodes
180,70
360,290
540,467
720,742
900,1283
1080,3042
1260,6896
1440,9229
1620,14370
1800,38158
1980,45344
2160,169866
2340,713285
2520,494565
2700,1012333
2880,1920629
2880,OOT
3060,1892461
3060,OOT
3240,2839428
3240,OOT
3420,1502898
3420,OOT
3600,OOT
3780,OOT
3960,OOT
4140,OOT
