n,nodes
180,97
360,350
540,475
720,758
900,1289
1080,1444
1260,2509
1440,4230
1620,5099
1800,21296
1980,15585
2160,40858
2340,71016
2340,OOM
2520,116369
2700,152306
2700,OOM
2880,348301
2880,OOM
3060,382939
3060,OOM
3240,318572
3240,OOM
3420,579434
3420,OOM
3600,128874
3600,OOM
3780,OOM
3960,OOM
4140,OOM
