n,nodes
180,85
360,268
540,452
720,593
900,1150
1080,1978
1260,3696
1440,5893
1620,8674
1800,32932
1980,39880
2160,57115
2340,228364
2520,206783
2700,486208
2880,1835646
3060,1772906
3240,2484460
3240,OOT
3420,4497679
3420,OOT
3600,3223001
3600,OOT
3780,OOT
3960,OOT
4140,OOT
