n,nodes
120,47
144,65
168,79
192,101
216,117
240,146
264,161
288,197
312,216
336,262
360,289
384,327
408,353
432,400
456,433
480,492
504,529
528,589
552,615
576,686
600,718
624,789
648,835
672,911
696,943
720,1024
744,1069
768,1175
792,1218
816,1303
840,1361
864,1473
888,1490
912,1600
936,1673
960,1780
984,1832
1008,1961
1032,1998
1056,2152
1080,2199
1104,2313
1128,2372
1152,2529
1176,2571
1200,2714
