n,nodes
180,118
360,406
540,1122
720,3579
900,13130
1080,47056
1260,117147
1440,371438
1620,1333694
1800,4734448
1800,OOT
1980,4418290
1980,OOT
2160,5150007
2160,OOT
2340,4660944
2340,OOT
2520,OOT
2700,OOT
2880,OOT
3060,OOT
3240,OOT
3420,OOT
3600,OOT
3780,OOT
3960,OOT
4140,OOT
