n,nodes
5,5
9,11
13,8
17,8
25,10
29,8
37,8
41,8
49,11
53,8
61,8
73,8
81,16
89,8
97,8
101,8
109,8
113,8
121,11
125,13
137,8
149,8
157,8
169,11
173,8
181,8
193,8
197,9
229,8
233,8
241,9
257,8
269,8
277,8
281,9
289,11
293,8
313,8
317,8
337,8
349,8
353,8
361,11
373,8
389,8
397,9
401,9
409,8
421,9
433,8
449,8
457,9
461,9
