n,nodes
8,10
25,7
27,11
64,17
100,8
125,12
216,14
225,7
343,8
400,8
512,11
625,7
729,8
900,9
1000,8
1225,7
1331,7
1600,8
1728,8
2025,7
2197,7
2500,8
2744,10
3025,7
3375,7
3600,9
4096,9
4225,7
4900,9
4913,7
5625,7
5832,9
6400,8
6859,7
7225,7
8000,9
8100,8
9025,7
10000,9
