n,nodes
276,92
292,109
306,90
325,105
436,289
492,361
530,206
598,396
636,307
920,906
1080,537
1504,11291
2432,310
2558,312
3575,726
6608,1019
9620,1064
9970,972
9974,972
10048,3622
10354,981
10362,982
10714,1162
11072,1037
12920,1132
21547,OOT
38746,OOT
65839,OOT
65839,OOM
100668,OOM
