n,nodes
8,10
25,10
27,13
64,21
100,13
125,9
216,18
225,10
343,10
400,13
512,23
625,9
729,10
900,13
1000,23
1225,10
1331,9
1600,14
1728,20
2025,10
2197,9
2500,13
2744,24
3025,9
3375,10
3600,13
4096,26
4225,7
4900,14
4913,8
5625,11
5832,25
6400,15
6859,8
7225,9
8000,23
8100,13
9025,8
10000,14
